created_at,id_str,user__id_str,user__screen_name,collection_date,soft_intervention,hard_intervention,soft_intervention_label,soft_intervention_url,hard_intervention_text,hard_intervention_action_label,hard_intervention_url
2020-12-30 00:35:58,1344079748390133763,1214272615021285381,AC4Congress2020,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 19:55:35,1344371576117067776,1214272615021285381,AC4Congress2020,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 22:05:41,1344404315105071104,1214272615021285381,AC4Congress2020,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 20:41:40,1344383173447348225,1214272615021285381,AC4Congress2020,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 03:27:20,1344122875972898821,1214272615021285381,AC4Congress2020,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 20:09:17,1344375025332346882,1214272615021285381,AC4Congress2020,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 16:33:29,1344320716519464961,1214272615021285381,AC4Congress2020,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 22:46:52,1344414681595785217,1214272615021285381,AC4Congress2020,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 19:42:23,1344368254551146497,138203134,AOC,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 19:47:57,1344369652999180288,138203134,AOC,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 01:14:36,1344089471214473216,138203134,AOC,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 01:50:29,1344098500359856128,138203134,AOC,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 19:36:10,1344366690516103168,138203134,AOC,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 20:59:51,1344387747184861184,1262017122,Abby4Iowa,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 21:45:11,1344399155330879488,133028836,AdamSchiff,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 22:05:35,1344404289301712897,566806945,AdrBell,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 22:23:04,1344408692960202752,566806945,AdrBell,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 14:52:02,1344295185090543618,566806945,AdrBell,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 00:20:55,1344075961281642497,870453485984129028,AjaforCongress,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 01:42:39,1344096531314483200,870453485984129028,AjaforCongress,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 00:02:45,1344071388169060352,870453485984129028,AjaforCongress,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 02:02:35,1344101544929579013,870453485984129028,AjaforCongress,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 17:52:49,1344340679166713858,41017380,AlanGrayson,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 23:54:29,1344431696209301506,1203799585841266688,Alison4Congress,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 14:33:16,1344290461893193728,25919401,AllenLEllison,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 11:35:00,1344245600334868480,25919401,AllenLEllison,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 12:04:23,1344252995517767680,25919401,AllenLEllison,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 12:13:20,1344255247011688449,25919401,AllenLEllison,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 00:32:17,1344078823336378368,267316393,Andre4Congress,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 17:51:52,1344340442540875783,27915028,AntonioSabatoJr,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 15:44:11,1344308310334431236,27915028,AntonioSabatoJr,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 17:45:10,1344338756690714624,27915028,AntonioSabatoJr,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 17:46:14,1344339021745553416,27915028,AntonioSabatoJr,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 23:02:11,1344418535129444355,27915028,AntonioSabatoJr,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 03:01:55,1344116477650198530,27915028,AntonioSabatoJr,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 17:14:13,1344330965343199232,27915028,AntonioSabatoJr,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 19:18:31,1344362246433071105,27915028,AntonioSabatoJr,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 22:28:24,1344410034885828610,27915028,AntonioSabatoJr,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 19:20:26,1344362728916443138,27915028,AntonioSabatoJr,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 00:50:04,1344083295290716162,27915028,AntonioSabatoJr,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 23:55:09,1344431862496825350,27915028,AntonioSabatoJr,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 23:38:48,1344427748614262784,1225469439698702338,ArmendarizDis16,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 22:05:05,1344404165871726593,269992801,AsaHutchinson,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 13:32:57,1344275283428433920,3336901401,AustinFrerick,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 19:02:46,1344358281884676103,234797704,AustinScottGA08,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 15:45:48,1344308716779266049,867495243482058755,Axne4Congress,2021-01-04 00:00:00,False,False,,,,,
2020-12-30 05:33:15,1344154561435594753,31013444,AyannaPressley,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 23:03:29,1344418864281640961,31013444,AyannaPressley,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 00:44:42,1344081948201910272,31013444,AyannaPressley,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 19:16:10,1344361655518564355,414436134,BLeeForCongress,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 02:39:16,1344110779331735553,414436134,BLeeForCongress,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 22:48:01,1344414968314257413,414436134,BLeeForCongress,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 20:26:01,1344379233032921088,414436134,BLeeForCongress,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 22:30:13,1344410490240335872,831308549372260352,BWestbrookAZ8,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 00:56:17,1344084862894915585,831308549372260352,BWestbrookAZ8,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 14:34:16,1344290712213286912,831308549372260352,BWestbrookAZ8,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 01:15:32,1344089703797063680,831308549372260352,BWestbrookAZ8,2021-01-02 00:00:00,False,False,,,,,
2020-12-30 02:20:29,1344106051872776192,831308549372260352,BWestbrookAZ8,2021-01-03 00:00:00,False,False,,,,,
2020-12-30 22:48:08,1344414999658209281,831308549372260352,BWestbrookAZ8,2021-01-04 00:00:00,False,False,,,,,
