created_at,id_str,user__id_str,user__screen_name,collection_date,soft_intervention,hard_intervention,soft_intervention_label,soft_intervention_url,hard_intervention_text,hard_intervention_action_label,hard_intervention_url
2021-01-10 17:41:49,1348324177183461378,1214272615021285381,AC4Congress2020,2021-02-14 00:00:00,False,False,,,,,
2021-01-10 18:43:37,1348339731692740608,1214272615021285381,AC4Congress2020,2021-02-11 00:00:00,False,False,,,,,
2021-01-10 15:26:45,1348290186099240960,1214272615021285381,AC4Congress2020,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 16:52:56,1348311876367769601,1214272615021285381,AC4Congress2020,2021-02-16 00:00:00,False,False,,,,,
2021-01-10 17:01:50,1348314115530489856,1214272615021285381,AC4Congress2020,2021-02-13 00:00:00,False,False,,,,,
2021-01-10 17:34:42,1348322386937081859,1214272615021285381,AC4Congress2020,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 17:43:26,1348324584408424454,1214272615021285381,AC4Congress2020,2021-02-14 00:00:00,False,False,,,,,
2021-01-10 16:10:31,1348301203529211905,1214272615021285381,AC4Congress2020,2021-02-12 00:00:00,False,False,,,,,
2021-01-10 15:17:51,1348287948920401921,1214272615021285381,AC4Congress2020,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 17:03:53,1348314631509598209,1214272615021285381,AC4Congress2020,2021-02-13 00:00:00,False,False,,,,,
2021-01-10 18:46:59,1348340579671932936,1214272615021285381,AC4Congress2020,2021-02-12 00:00:00,False,False,,,,,
2021-01-10 15:05:52,1348284931429052416,1214272615021285381,AC4Congress2020,2021-02-11 00:00:00,False,False,,,,,
2021-01-10 23:22:17,1348409861269286912,1214272615021285381,AC4Congress2020,2021-02-13 00:00:00,False,False,,,,,
2021-01-10 23:22:17,1348409860367536131,1214272615021285381,AC4Congress2020,2021-02-14 00:00:00,False,False,,,,,
2021-01-10 15:57:19,1348297879819931648,274440617,ACampaNajjar,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 16:32:54,1348306833589456899,274440617,ACampaNajjar,2021-03-05 00:00:00,False,False,,,,,
2021-01-10 17:14:18,1348317253456908289,274440617,ACampaNajjar,2021-02-11 00:00:00,False,False,,,,,
2021-01-10 23:50:30,1348416962930597890,1085720434400784384,AMOwensby,2021-02-11 00:00:00,False,False,,,,,
2021-01-10 16:36:05,1348307637461544965,138203134,AOC,2021-02-09 00:00:00,False,False,,,,,
2021-01-10 16:45:20,1348309963555418112,138203134,AOC,2021-02-09 00:00:00,False,False,,,,,
2021-01-10 16:37:18,1348307942118928389,138203134,AOC,2021-02-09 00:00:00,False,False,,,,,
2021-01-10 17:07:26,1348315527480045570,138203134,AOC,2021-02-09 00:00:00,False,False,,,,,
2021-01-10 15:00:14,1348283514907734017,138203134,AOC,2021-02-08 00:00:00,False,False,,,,,
2021-01-10 20:02:35,1348359602866421760,1262017122,Abby4Iowa,2021-02-11 00:00:00,False,False,,,,,
2021-01-10 20:17:47,1348363428365299712,1262017122,Abby4Iowa,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 23:49:17,1348416655668502533,566806945,AdrBell,2021-02-18 00:00:00,False,False,,,,,
2021-01-10 00:35:15,1348065833545826304,566806945,AdrBell,2021-02-15 00:00:00,False,False,,,,,
2021-01-10 15:44:59,1348294776047742979,566806945,AdrBell,2021-02-09 00:00:00,False,False,,,,,
2021-01-10 18:33:01,1348337064656457734,566806945,AdrBell,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 00:59:32,1348071945594691586,566806945,AdrBell,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 19:11:21,1348346709575872513,566806945,AdrBell,2021-03-05 00:00:00,False,False,,,,,
2021-01-10 18:11:00,1348331523364237321,566806945,AdrBell,2021-02-14 00:00:00,False,False,,,,,
2021-01-10 03:20:27,1348107410498576385,566806945,AdrBell,2021-02-10 00:00:00,False,False,,,,,
2021-01-10 20:57:56,1348373533655666688,870453485984129028,AjaforCongress,2021-02-11 00:00:00,False,False,,,,,
2021-01-10 00:14:21,1348060575184658432,1178049413547253762,AlainaShearer,2021-02-14 00:00:00,False,False,,,,,
2021-01-10 07:50:41,1348175414020096000,1203799585841266688,Alison4Congress,2021-03-05 00:00:00,False,False,,,,,
2021-01-10 08:03:49,1348178718523490306,1203799585841266688,Alison4Congress,2021-02-11 00:00:00,False,False,,,,,
